Mass,Relative%,Description
169.122994,0.08%,"decarboxylation coupling (R-R') product of oxaloacetic acid and pyruvic acid(add K+); decarboxylation coupling (R-R') product of alpha-ketoglutaric acid and glyoxylic acid(add K+); decarboxylation coupling (RCOOR') product of alpha-ketobutyric acid and glyoxylic acid(add K+); decarboxylation coupling (RCOOR') product of pyruvic acid and pyruvic acid(add K+); decarboxylation coupling (R-R') product of fumaric acid and malonic acid(add K+), with the error of 0.001. itaconic acid(add K+), with the error of 0.002."
162.07659,10.38%,"decarboxylation coupling (R-R') product of oxaloacetic acid and threonine(add H+); decarboxylation C-N coupling product of pyruvic acid and threonine(add H+); galactosamine de-OH product(self); glucosamine de-OH product(self); decarboxylation coupling (RCOOR') product of pyruvic acid and threonine(add H+), with the error of 0.0006. decarboxylation coupling (R-R') product of itaconic acid and malonic acid(add NH4+); reductive amination product of glycine and alpha-ketobutyric acid(add H+); decarboxylation coupling (R-R') product of alpha-ketoglutaric acid and serine(add H+); decarboxylation coupling (R-R') product of alpha-ketoglutaric acid and pyruvic acid(add NH4+); decarboxylation coupling (RCOOR') product of alpha-ketobutyric acid and serine(add H+); decarboxylation C-N coupling product of alpha-ketobutyric acid and serine(add H+); decarboxylation coupling (R-R') product of alpha-ketobutyric acid and oxaloacetic acid(add NH4+); adduct of hydroxyproline with CH3O radical(self); decarboxylation coupling (RCOOR') product of alpha-ketobutyric acid and pyruvic acid(add NH4+), with the error of 0.0004.decarboxylation coupling (RCOOR') product of glyoxylic acid and proline(add H3O+), with the error of 0.0034."
177.126201,0.01%,"decarboxylation coupling (R-R') product of oxaloacetic acid and valine(add NH4+); decarboxylation C-N coupling product of 3-hydroxypropionic acid and ornithine(add H+); decarboxylation C-N coupling product of glyoxylic acid and leucine(add NH4+); decarboxylation coupling (R-R') product of ornithine and malic acid(add H+); decarboxylation coupling (R-R') product of itaconic acid and threonine(add NH4+); decarboxylation coupling (RCOOR') product of 4-pentenoic acid and serine(add NH4+); decarboxylation C-N coupling product of 4-pentenoic acid and serine(add NH4+); decarboxylation C-N coupling product of serine and valine(add H+); decarboxylation coupling (RCOOR') product of 3-hydroxypropionic acid and proline(add NH4+); decarboxylation coupling (RCOOR') product of glyoxylic acid and leucine(add NH4+); decarboxylation coupling (RCOOR') product of ornithine and 3-hydroxypropionic acid(add H+); decarboxylation coupling (R-R') product of malic acid and proline(add NH4+); decarboxylation C-N coupling product of valine and serine(add H+); decarboxylation coupling (RCOOR') product of serine and valine(add H+); decarboxylation C-N coupling product of pyruvic acid and valine(add NH4+); decarboxylation coupling (RCOOR') product of pyruvic acid and valine(add NH4+), with the error of 0.0022. adduct of lysine with CH3O radical(self), with the error of 0.0012.decarboxylation coupling (R-R') product of ornithine and fumaric acid(add H3O+); decarboxylation coupling (R-R') product of alpha-ketobutyric acid and glutamine(add H3O+), with the error of 0.0018.decarboxylation coupling (R-R') product of lysine and cysteine(self), with the error of 0.0038."
229.243066,0.04%,"decarboxylation coupling (R-R') product of phenylalanine and proline(add K+), with the error of 0.0009. decarboxylation coupling (R-R') product of leucine and methionine(add K+), with the error of 0.0049."
229.246036,0.01%,"decarboxylation coupling (R-R') product of phenylalanine and proline(add K+), with the error of 0.002. decarboxylation coupling (R-R') product of leucine and methionine(add K+), with the error of 0.002."
145.134002,0.08%,"decarboxylation coupling (R-R') product of proline and threonine(add H+), with the error of 0.001. decarboxylation coupling (R-R') product of alpha-ketobutyric acid and proline(add NH4+); decarboxylation coupling (R-R') product of lysine and pyruvic acid(add H+); decarboxylation coupling (R-R') product of ornithine and alpha-ketobutyric acid(add H+), with the error of 0.0."
271.263575,0.07%,"decarboxylation coupling (R-R') product of pyruvic acid and 3-hydroxypalmitic acid(add H+), with the error of 0.0006. "
111.044277,0.15%,"decarboxylation coupling (R-R') product of pyruvic acid and 3-hydroxypropionic acid(add Na+), with the error of 0.0023. cytosine(self), with the error of 0.0013.adduct of acetone with Cl radical(add NH4+), with the error of 0.0017."
148.110351,0.08%,"decarboxylation coupling (R-R') product of pyruvic acid and asparagine(add NH4+); decarboxylation coupling (R-R') product of glyoxylic acid and glutamine(add NH4+); decarboxylation coupling (R-R') product of asparagine and serine(add H+), with the error of 0.0024. decarboxylation coupling (R-R') product of 4-pentenoic acid and proline(add Na+), with the error of 0.0014.decarboxylation C-N coupling product of proline and urea(add H3O+); decarboxylation coupling (R-R') product of 4-aminobenzoic acid and 4-pentenoic acid(add H+), with the error of 0.0016."
138.063368,0.50%,"decarboxylation coupling (R-R') product of pyruvic acid and cysteine(add H3O+); decarboxylation product of n-acetyl cysteine(add H3O+), with the error of 0.0004. adduct of 3-hydroxypropionic acid with NO radical(add NH4+), with the error of 0.0016.histidine de-OH product(self); leucine de-NH2 product(add Na+); adduct of 4-pentenoic acid with CH3 radical(add Na+), with the error of 0.0026.dopamine de-NH2 product(add H+), with the error of 0.0046."
256.081841,0.03%,"decarboxylation coupling (R-R') product of pyruvic acid and cystine(add NH4+); decarboxylation coupling (RCOOR') product of cysteine and n-acetyl cysteine(add NH4+); decarboxylation coupling (R-R') product of cystine and serine(add H+); decarboxylation C-N coupling product of n-acetyl cysteine and cysteine(add NH4+), with the error of 0.0028. reductive amination product of valine and oxaloacetic acid(add Na+), with the error of 0.0018."
114.031939,0.01%,"decarboxylation coupling (R-R') product of pyruvic acid and fumaric acid(self); decarboxylation coupling (R-R') product of glyoxylic acid and itaconic acid(self), with the error of 0.0009. "
167.083884,0.04%,"decarboxylation coupling (R-R') product of pyruvic acid and glutamine(add Na+); decarboxylation coupling (R-R') product of alpha-ketobutyric acid and asparagine(add Na+); decarboxylation C-N coupling product of proline and glycine(add Na+); decarboxylation coupling (RCOOR') product of glycine and proline(add Na+), with the error of 0.0049. adduct of malic acid with CH3 radical(add NH4+); adduct of guanine with CH3 radical(add H+); adduct of adenine with CH3O radical(add H+), with the error of 0.0029.decarboxylation C-N coupling product of glycine and 4-aminobenzoic acid(add H+); decarboxylation C-N coupling product of 4-aminobenzoic acid and glycine(add H+); decarboxylation coupling (RCOOR') product of 4-aminobenzoic acid and glycine(add H+), with the error of 0.0019.adduct of hydroxyproline with OH radical(add H3O+), with the error of 0.0001.methionine(add NH4+), with the error of 0.0021."
73.028414,0.05%,"decarboxylation coupling (R-R') product of pyruvic acid and glyoxylic acid(add H+), with the error of 0.0004. 3-hydroxypropionic acid de-OH product(self); decarboxylation product of fumaric acid(add H+), with the error of 0.0006."
130.086504,3.13%,"decarboxylation coupling (R-R') product of pyruvic acid and hydroxyproline(add H+); decarboxylation coupling (R-R') product of malonic acid and proline(add H+); decarboxylation C-N coupling product of 4-pentenoic acid and glycine(add H+); decarboxylation coupling (RCOOR') product of glycine and 4-pentenoic acid(add H+), with the error of 0.0005. adduct of proline with CH3 radical(self); lysine de-NH2 product(self), with the error of 0.0005."
133.049895,0.04%,"decarboxylation coupling (R-R') product of pyruvic acid and malic acid(add H+); 4-pentenoic acid add 2 oxygens(add H+); ribose de-OH product(self); decarboxylation coupling (R-R') product of oxaloacetic acid and 3-hydroxypropionic acid(add H+); decarboxylation coupling (RCOOR') product of pyruvic acid and 3-hydroxypropionic acid(add H+), with the error of 0.0001. adduct of alpha-ketobutyric acid with CH3O radical(self), with the error of 0.0011.decarboxylation coupling (R-R') product of glyoxylic acid and itaconic acid(add H3O+); decarboxylation coupling (R-R') product of pyruvic acid and fumaric acid(add H3O+), with the error of 0.0041."
103.039137,0.09%,"decarboxylation coupling (R-R') product of pyruvic acid and malonic acid(add H+); threonine de-NH2 product(self), with the error of 0.0001. decarboxylation product of alpha-ketoglutaric acid(add H+); alpha-ketobutyric acid(add H+); adduct of pyruvic acid with CH3 radical(self); carnitine de-trimethylamine product(add H+), with the error of 0.0009."
141.127812,0.00%,"decarboxylation coupling (R-R') product of pyruvic acid and malonic acid(add K+), with the error of 0.0012. carnitine de-trimethylamine product(add K+); alpha-ketobutyric acid(add K+); decarboxylation product of alpha-ketoglutaric acid(add K+), with the error of 0.0022."
166.093239,0.01%,"decarboxylation coupling (R-R') product of pyruvic acid and methionine(add H3O+), with the error of 0.0008. adduct of hydroxyproline with OH radical(add NH4+), with the error of 0.0028.decarboxylation C-N coupling product of 4-pentenoic acid and cytosine(add H+), with the error of 0.0038."
114.091609,0.66%,"decarboxylation coupling (R-R') product of pyruvic acid and proline(add H+), with the error of 0.0006. leucine de-OH product(self), with the error of 0.0004."
114.093694,0.00%,"decarboxylation coupling (R-R') product of pyruvic acid and proline(add H+), with the error of 0.0027. leucine de-OH product(self), with the error of 0.0017."
113.08433,0.24%,"decarboxylation coupling (R-R') product of pyruvic acid and proline(self), with the error of 0.0013. "
87.044127,0.04%,"decarboxylation coupling (R-R') product of pyruvic acid and pyruvic acid(add H+); decarboxylation coupling (R-R') product of alpha-ketobutyric acid and glyoxylic acid(add H+), with the error of 0.0001. decarboxylation product of itaconic acid(add H+), with the error of 0.0009."
109.028732,0.04%,"decarboxylation coupling (R-R') product of pyruvic acid and pyruvic acid(add Na+); decarboxylation coupling (R-R') product of alpha-ketobutyric acid and glyoxylic acid(add Na+), with the error of 0.0027. decarboxylation product of itaconic acid(add Na+), with the error of 0.0017."
118.086356,47.92%,"decarboxylation coupling (R-R') product of pyruvic acid and threonine(add H+), with the error of 0.0004. 4-pentenoic acid(add NH4+); betaine(add H+); decarboxylation coupling (R-R') product of alpha-ketobutyric acid and pyruvic acid(add NH4+); reductive amination product of glycine and acetone(add H+); valine(add H+); decarboxylation coupling (R-R') product of alpha-ketobutyric acid and serine(add H+), with the error of 0.0006.decarboxylation coupling (R-R') product of glyoxylic acid and proline(add H3O+), with the error of 0.0036."
118.082239,0.01%,"decarboxylation coupling (R-R') product of pyruvic acid and threonine(add H+), with the error of 0.0038. 4-pentenoic acid(add NH4+); betaine(add H+); decarboxylation coupling (R-R') product of alpha-ketobutyric acid and pyruvic acid(add NH4+); reductive amination product of glycine and acetone(add H+); valine(add H+); decarboxylation coupling (R-R') product of alpha-ketobutyric acid and serine(add H+), with the error of 0.0048."
118.090473,0.06%,"decarboxylation coupling (R-R') product of pyruvic acid and threonine(add H+), with the error of 0.0045. 4-pentenoic acid(add NH4+); betaine(add H+); decarboxylation coupling (R-R') product of alpha-ketobutyric acid and pyruvic acid(add NH4+); reductive amination product of glycine and acetone(add H+); valine(add H+); decarboxylation coupling (R-R') product of alpha-ketobutyric acid and serine(add H+), with the error of 0.0035.decarboxylation coupling (R-R') product of glyoxylic acid and proline(add H3O+), with the error of 0.0005.adduct of acetaldehyde with Cl radical(add K+), with the error of 0.0025."
