Mass,Relative%,Description
400.000047,0.04%,No matching standard peak
400.234583,0.13%,No matching standard peak
400.956601,0.18%,No matching standard peak
401.990711,0.04%,No matching standard peak
402.023468,0.53%,No matching standard peak
402.057954,0.04%,No matching standard peak
402.107967,0.03%,No matching standard peak
402.954418,0.02%,No matching standard peak
403.027096,0.06%,No matching standard peak
404.020589,0.04%,No matching standard peak
404.143948,0.15%,No matching standard peak
404.244762,0.04%,No matching standard peak
405.188676,0.03%,No matching standard peak
406.069382,0.03%,No matching standard peak
406.965254,0.06%,No matching standard peak
407.046046,0.03%,No matching standard peak
408.010371,0.19%,No matching standard peak
408.029763,0.14%,No matching standard peak
408.079131,0.04%,No matching standard peak
408.177893,0.04%,No matching standard peak
408.976359,0.03%,No matching standard peak
409.222376,0.03%,No matching standard peak
409.967087,0.05%,No matching standard peak
410.027462,0.03%,No matching standard peak
411.235985,0.02%,No matching standard peak
412.200926,0.02%,No matching standard peak
413.056119,0.12%,No matching standard peak
413.194418,0.08%,No matching standard peak
413.363345,0.05%,No matching standard peak
414.058113,0.03%,No matching standard peak
415.195827,0.32%,No matching standard peak
415.944209,0.10%,No matching standard peak
415.975057,0.11%,No matching standard peak
417.168069,0.04%,No matching standard peak
417.985761,0.02%,No matching standard peak
419.183768,0.02%,No matching standard peak
419.31781,0.09%,No matching standard peak
420.320568,0.02%,No matching standard peak
420.977525,0.05%,No matching standard peak
421.160492,0.04%,No matching standard peak
421.952874,0.05%,No matching standard peak
422.168017,0.34%,No matching standard peak
422.939058,0.06%,No matching standard peak
423.984719,0.08%,No matching standard peak
424.005261,0.25%,No matching standard peak
424.038878,0.04%,No matching standard peak
424.951805,0.03%,No matching standard peak
425.008023,0.03%,No matching standard peak
425.161745,0.04%,No matching standard peak
426.11781,0.03%,No matching standard peak
426.234487,0.15%,No matching standard peak
426.249545,0.02%,No matching standard peak
427.084656,0.10%,No matching standard peak
427.194175,0.04%,No matching standard peak
428.037748,0.10%,No matching standard peak
428.051008,0.05%,No matching standard peak
428.083213,0.04%,No matching standard peak
428.893321,0.05%,No matching standard peak
429.028246,0.06%,No matching standard peak
429.047254,0.04%,No matching standard peak
429.125203,0.03%,No matching standard peak
429.174645,0.04%,No matching standard peak
429.991669,0.02%,No matching standard peak
430.014556,0.02%,No matching standard peak
430.029815,0.03%,No matching standard peak
430.241621,0.04%,No matching standard peak
430.889458,0.09%,No matching standard peak
431.918676,0.03%,No matching standard peak
431.949398,0.10%,No matching standard peak
432.05311,0.03%,No matching standard peak
432.886077,0.07%,No matching standard peak
433.27935,0.02%,No matching standard peak
434.168109,0.04%,No matching standard peak
434.884967,0.03%,No matching standard peak
435.038256,0.02%,No matching standard peak
436.22851,0.04%,No matching standard peak
436.255795,0.18%,No matching standard peak
436.329868,0.05%,No matching standard peak
436.950479,0.05%,No matching standard peak
437.927003,0.06%,No matching standard peak
437.956408,0.05%,No matching standard peak
439.978716,0.11%,No matching standard peak
440.014251,0.02%,No matching standard peak
440.118906,0.06%,No matching standard peak
441.20914,0.05%,No matching standard peak
443.060486,0.04%,No matching standard peak
443.084424,0.03%,No matching standard peak
443.202151,0.16%,No matching standard peak
444.103615,0.02%,No matching standard peak
444.151663,0.05%,No matching standard peak
444.275825,0.04%,No matching standard peak
445.001808,0.05%,No matching standard peak
445.05201,0.02%,No matching standard peak
445.293101,0.04%,No matching standard peak
445.96517,0.02%,No matching standard peak
445.98733,0.07%,No matching standard peak
446.02158,0.03%,No matching standard peak
446.122339,0.04%,No matching standard peak
446.140479,0.04%,No matching standard peak
446.291691,0.03%,No matching standard peak
446.933685,0.02%,No matching standard peak
447.119677,0.02%,No matching standard peak
447.923607,0.02%,No matching standard peak
448.183271,0.03%,No matching standard peak
449.067413,0.04%,No matching standard peak
449.173278,0.08%,No matching standard peak
449.26696,0.06%,No matching standard peak
450.021551,0.04%,No matching standard peak
450.05831,0.02%,No matching standard peak
450.27078,0.03%,No matching standard peak
451.009464,0.03%,No matching standard peak
452.265908,0.28%,No matching standard peak
453.26948,0.08%,No matching standard peak
453.899703,0.03%,No matching standard peak
453.930732,0.05%,No matching standard peak
454.042461,0.04%,No matching standard peak
456.221107,0.10%,No matching standard peak
457.183511,0.04%,No matching standard peak
457.281801,0.25%,No matching standard peak
458.104917,0.02%,No matching standard peak
458.211897,0.03%,No matching standard peak
458.26645,0.76%,No matching standard peak
458.283237,0.06%,No matching standard peak
458.934464,0.02%,No matching standard peak
459.271124,0.21%,No matching standard peak
460.0764,0.10%,No matching standard peak
460.270658,0.18%,No matching standard peak
460.306566,0.24%,No matching standard peak
461.080683,0.02%,No matching standard peak
461.275576,0.05%,No matching standard peak
461.960802,0.05%,No matching standard peak
461.994785,0.04%,No matching standard peak
462.045766,0.04%,No matching standard peak
462.075509,0.09%,No matching standard peak
462.092506,0.06%,No matching standard peak
462.285916,0.17%,No matching standard peak
463.291047,0.05%,No matching standard peak
464.198897,0.03%,No matching standard peak
464.301599,0.50%,No matching standard peak
465.040769,0.03%,No matching standard peak
465.184523,0.02%,No matching standard peak
465.306873,0.14%,No matching standard peak
465.99465,0.03%,No matching standard peak
466.063511,0.07%,No matching standard peak
466.26588,0.14%,No matching standard peak
466.96226,0.05%,No matching standard peak
466.983844,0.07%,No matching standard peak
467.284026,0.05%,No matching standard peak
468.181975,0.02%,No matching standard peak
468.958673,0.09%,No matching standard peak
470.046685,0.02%,No matching standard peak
470.956986,0.05%,No matching standard peak
471.149425,0.10%,No matching standard peak
471.199741,0.22%,No matching standard peak
472.040995,0.06%,No matching standard peak
472.304349,0.04%,No matching standard peak
473.104538,0.02%,No matching standard peak
475.049697,0.03%,No matching standard peak
475.291192,3.31%,No matching standard peak
476.265684,0.04%,No matching standard peak
476.294587,0.85%,No matching standard peak
477.256557,0.09%,No matching standard peak
478.123035,0.03%,No matching standard peak
478.263949,0.03%,No matching standard peak
478.301984,0.27%,No matching standard peak
478.317646,0.46%,No matching standard peak
479.092795,0.07%,No matching standard peak
479.305955,0.06%,No matching standard peak
479.321667,0.12%,No matching standard peak
481.070527,0.03%,No matching standard peak
481.285008,0.02%,No matching standard peak
482.289329,0.02%,No matching standard peak
482.956083,0.11%,No matching standard peak
483.099139,0.04%,No matching standard peak
483.262709,0.06%,No matching standard peak
484.955526,0.07%,No matching standard peak
484.971516,0.02%,No matching standard peak
486.953619,0.03%,No matching standard peak
486.969709,0.05%,No matching standard peak
487.178947,0.56%,No matching standard peak
487.975745,0.03%,No matching standard peak
488.014945,0.05%,No matching standard peak
488.044924,0.09%,No matching standard peak
488.183325,0.11%,No matching standard peak
488.9664,0.04%,No matching standard peak
489.306549,0.11%,No matching standard peak
490.124821,0.04%,No matching standard peak
492.283452,0.14%,No matching standard peak
492.318498,0.25%,No matching standard peak
493.132628,0.02%,No matching standard peak
494.023929,0.03%,No matching standard peak
494.291791,0.02%,No matching standard peak
495.068409,0.04%,No matching standard peak
497.274049,1.16%,No matching standard peak
498.276513,0.30%,No matching standard peak
500.301938,0.14%,No matching standard peak
501.195957,0.03%,No matching standard peak
501.306377,0.05%,No matching standard peak
502.244018,0.03%,No matching standard peak
504.020696,0.03%,No matching standard peak
504.124788,0.06%,No matching standard peak
505.087347,0.07%,No matching standard peak
505.245207,0.04%,No matching standard peak
507.294369,0.06%,No matching standard peak
508.334659,0.02%,No matching standard peak
509.225726,0.15%,No matching standard peak
510.173359,0.07%,No matching standard peak
510.230054,0.03%,No matching standard peak
510.274431,0.07%,No matching standard peak
510.289225,0.05%,No matching standard peak
511.042083,0.02%,No matching standard peak
511.074209,0.04%,No matching standard peak
512.175737,0.35%,No matching standard peak
513.178863,0.08%,No matching standard peak
513.248496,1.00%,No matching standard peak
514.252283,0.26%,No matching standard peak
514.302175,0.10%,No matching standard peak
515.213988,0.03%,No matching standard peak
515.306554,0.03%,No matching standard peak
516.99964,0.03%,No matching standard peak
517.049933,0.04%,No matching standard peak
518.996856,0.05%,No matching standard peak
519.257445,0.10%,No matching standard peak
520.261151,0.03%,No matching standard peak
520.995492,0.03%,No matching standard peak
521.056545,0.04%,No matching standard peak
522.182864,0.05%,No matching standard peak
524.122944,0.03%,No matching standard peak
526.004177,0.03%,No matching standard peak
526.107409,0.03%,No matching standard peak
526.303635,0.26%,No matching standard peak
527.068928,0.03%,No matching standard peak
527.229437,0.03%,No matching standard peak
527.265691,0.03%,No matching standard peak
527.307129,0.08%,No matching standard peak
528.981673,0.03%,No matching standard peak
529.210756,0.05%,No matching standard peak
531.208501,0.04%,No matching standard peak
532.199801,0.04%,No matching standard peak
532.236569,0.03%,No matching standard peak
533.025373,0.04%,No matching standard peak
533.054329,0.03%,No matching standard peak
533.162277,0.03%,No matching standard peak
534.159054,0.03%,No matching standard peak
537.112956,0.04%,No matching standard peak
537.171538,0.05%,No matching standard peak
540.303589,0.11%,No matching standard peak
541.306998,0.03%,No matching standard peak
542.299699,0.02%,No matching standard peak
543.148893,0.03%,No matching standard peak
545.962154,0.03%,No matching standard peak
547.181182,0.02%,No matching standard peak
549.028399,0.03%,No matching standard peak
549.270629,0.03%,No matching standard peak
549.333965,0.28%,No matching standard peak
549.973449,0.08%,No matching standard peak
550.321224,0.07%,No matching standard peak
550.340554,0.09%,No matching standard peak
555.152149,0.02%,No matching standard peak
559.155025,0.05%,No matching standard peak
560.140531,0.02%,No matching standard peak
560.160381,0.03%,No matching standard peak
561.925579,0.03%,No matching standard peak
562.08232,0.04%,No matching standard peak
563.147035,0.03%,No matching standard peak
563.335744,0.06%,No matching standard peak
564.340932,0.02%,No matching standard peak
